person_id	sex	first_name	last_name	year_of_birth	year_of_death	living_region	societal_rank	societal_rank_of_father	religion	level_of_education	letters_sent	letters_received
MNEDHAM	Male	Marchamont	Nedham	1620	1678	London	Professional	Clergy (lower)		Higher	0	1
MNEWTON	Female	Mary	Newton née Catlett	1729	1790	Home counties	Clergy (lower)				0	3
MNORTH	Male	Montagu	North	1712	1779	East Anglia	Clergy (lower)	Gentry (lower)		Higher	0	2
MORGAN	Male		Morgan			Home counties	Gentry (lower)				0	1
MOSBORNE	Female	Mary Godolphin	Osborne	1723	1764	North	Nobility	Nobility			0	1
MOXINDEN	Female	MARGARET	OXINDEN			Other	Gentry (upper)	Gentry (lower)			4	2
MPARKER	Male	MATTHEW	PARKER	1504	1575	Other	Clergy (upper)	Other	Anglican	Higher	7	20
MPASTON	Female	Margaret	Paston née Mautby	1422	1484	East Anglia	Gentry (lower)	Gentry (lower)			66	58
MPAVETT	Female	Mary	Pavett			Home counties	Other				1	1
MPENDARVES	Female	Mary	Pendarves née Granville	1700	1788	London	Gentry (lower)			Private	2	1
MPEYTON	Female	MARY	PEYTON N. ASTON			Other	Gentry (upper)				1	0
MPRIOR	Male	Matthew	Prior	1664	1721	London	Gentry (lower)	Professional		Higher	8	0
MPROUD	Female	MARY	PROUD			Other	Professional	Gentry (upper)			2	0
MRADCLIF	Female	MARY	RADCLIFFE		1557	Other	Nobility	Gentry (upper)			1	1
MRMONTAGU	Male	Matthew	Montagu (formerly Robinson)	1762	1831		Nobility	Professional			0	1
MROPER	Female	MARGARET	ROPER N. MORE	1505	1544	London	Gentry (lower)	Gentry (upper)	Catholic	Higher	2	9
MRSHALFORD	Female		Halford								0	1
MRSMARTIN	Female		Martin			London					0	1
MSECRETARY	Male		Master secretary								0	1
MSENHOUSE	Female	Mary	Senhouse née Fleming	1712	1790	North	Gentry (lower)	Gentry (upper)			0	4
MSHEPPARD	Female	Mary	Sheppard			Other	Other				0	2
MSMYTH	Male	Matthew	Smyth	1533	1583		Professional	Merchant		Higher	0	3
MSTANLEY	Female	Margaret	Stanley	1540	1596		Nobility	Nobility			1	0
MSTAPLETON	Male	Miles	Stapleton				Gentry (upper)				0	1
MSTAPYLTON	Male	Miles	Stapylton		1685	North	Professional	Gentry (lower)			3	11
MSTEVINTON	Male	Marmaduke	Stevinton			Abroad	Merchant				0	1
MSTONHOUSE	Female	Martha	Stonhouse (Vansittart)	1701	1782	Home counties	Gentry (lower)	Gentry (upper)			2	0
MSTUART	Female	Mary	Stuart née Wortley Montagu	1718	1794	London	Nobility	Gentry (lower)			0	44
MSTUBS	Female	Mary	Stubs	1782	1835	North	Professional	Professional		Private	2	0
MTALBOT	Female	Mary	Talbot née Cavendish				Nobility				0	12
MTBOURCHIER	Female	Margaret	Bourchier		1561		Nobility				0	2
MTEMPLE	Female	Martha	Giffard née Temple	1638	1722		Gentry (upper)	Gentry (upper)			10	14
MTHROCKMORTON	Female	Maria Catherine	Throckmorton née Giffard	1762	1821	Home counties	Gentry (lower)				0	6
MTHYNNE	Female	Maria	Thynne née Audley	1578	1611	Other	Gentry (lower)	Nobility			12	1
MTOMLINSON	Male	Matthew	Tomlinson	1617	1681	Other	Gentry (upper)	Gentry (lower)		Higher	0	1
MTREVOR	Male	Marcus	Trevor	1618	1670	Abroad	Nobility	Gentry (upper)		Higher	0	1
MTTUDOR	Female	Margaret	Stuart née Tudor	1489	1541	Abroad	Royalty	Royalty		Higher	7	0
MVERE	Female	Mary	Vere née Tracy	1581	1671	Home counties	Nobility	Gentry (upper)			1	0
MWOLLSTONE	Female	Mary	Wollstonecraft	1759	1797	London	Professional	Gentry (lower)		Private	60	0
MYTUDOR	Female	Mary	Tudor	1496	1533	East Anglia	Royalty	Royalty	Catholic	Higher	6	0
N1BACON	Male	NICHOLAS I	BACON	1510	1579	Court	Gentry (upper)	Other		Higher	33	44
N2BACON	Male	NICHOLAS II	BACON	1543	1624	East Anglia	Gentry (upper)	Gentry (upper)		Higher	7	4
N3BACON	Male	Nicholas	Bacon	1617	1660	East Anglia	Gentry (lower)	Gentry (upper)		Higher	4	0
NA2BACON	Male	Nathaniel	Bacon	1585	1627	East Anglia	Gentry (upper)	Gentry (upper)			30	2
NABACON	Male	Nathaniel	Bacon	1546	1622	East Anglia	Gentry (upper)	Gentry (upper)		Higher	83	293
NAMESUNKNOWN1	Male										0	9
NAMESUNKNOWN11	Male										0	1
NAMESUNKNOWN12	Male										0	1
NAMESUNKNOWN13	Male										0	1
NAMESUNKNOWN14	Male					Other					0	1
NAMESUNKNOWN15	Male										0	1
NAMESUNKNOWN17	Female		Aston					Gentry (lower)			0	1
NAMESUNKNOWN18	Male										0	1
NAMESUNKNOWN2	Male										0	5
NAMESUNKNOWN20											0	1
NAMESUNKNOWN5			Aston			Other		Gentry (lower)			0	2
NAMESUNKNOWN6	Male										0	1
NAMESUNKNOWN8	Male										0	1
NAMEUNKNOWN1	Male										0	1
NAMEUNKNOWN10	Male										0	1
NAMEUNKNOWN11	Male										0	1
NAMEUNKNOWN12	Male										0	1
NAMEUNKNOWN14	Male						Professional				0	1
NAMEUNKNOWN15	Male										0	1
NAMEUNKNOWN16	Female										0	1
NAMEUNKNOWN2	Male						Merchant				0	1
NAMEUNKNOWN3	Male						Clergy (lower)				0	1
NAMEUNKNOWN6											0	1
NAMEUNKNOWN8	Male						Professional				0	1
NAMEUNKNOWN9	Male						Clergy (lower)				0	1
NBEST	Male	Nicholas	Best				Other				0	1
NCOLLETT	Male	NICHOLAS	COLLETT			Other	Other	Gentry (lower)		Apprenticed	1	1
NDENNIS	Male	Nicholas	Dennis	1679	1760	Other	Merchant				0	1
NECTON	Female		Necton			London	Professional				0	1
NFERRAR	Male	NICHOLAS	FERRAR	1593	1637	Other	Clergy (lower)	Merchant	Anglican	Higher	12	13
NFIELD	Male	NATHAN	FIELD	1587	1633	London	Other	Clergy (lower)			3	0
NFORSTER	Male	Nathaniel	Forster	1718	1757	Other	Clergy (lower)	Clergy (lower)		Higher	0	2
NGRIFFIN	Male	Nicholas	Griffin			London					0	1
NGWYNNE	Female	Nell (Eleanor)	Gwynne	1651	1687	London	Other				1	0
NHADDOCK	Male	Nicholas	Haddock		1746	Home counties	Professional	Professional			4	0
NHAWKINS	Male	Nicholas	Hawkins	1495	1534	Court	Clergy (upper)			Higher	0	1
NICHOLAS	Male	NICHOLAS					Clergy (lower)				1	0
NMARCHALL	Male	Nicholas	Marchall			Other					0	1
NPEDLEY	Male	Nicholas	Pedley	1615	1685	Other	Gentry (upper)	Clergy (lower)		Higher	0	1
NPINNEY	Male	Nathaniel	Pinney	1659	1724	Other	Merchant	Clergy (lower)		Apprenticed	18	0
NWETHERELL	Male	Nathan	Wetherell	1727	1807	North	Gentry (lower)			Higher	0	5
NWHARTON	Male	Nehemiah	Wharton			London	Professional			Apprenticed	8	0
NWILSON	Male	Nicholas	Wilson				Clergy (upper)			Higher	0	2
NWRIGHT	Female	Nelly	Wright								0	3
OCROMWELL	Male	Oliver	Cromwell	1599	1658	Other	Gentry (lower)	Gentry (lower)	Protestant	Higher	5	2
OFLEMING	Male	Oliver	Fleming				Gentry (upper)				0	1
OHOPTON	Male	OWYN	HOPTON			London	Gentry (upper)				1	0
OJOHNSON	Male	OTWELL	JOHNSON	1518	1551	London	Merchant	Merchant	Protestant	Apprenticed	44	3
OKING	Male	Oliver	King		1503	Court	Clergy (upper)			Higher	0	1
OLAMBERT	Male	OLIVER	LAMBERT		1618	Other	Nobility	Gentry (lower)			11	1
OLEWIS	Male	Owen	Lewis								0	1
ONAYLOR	Male	Oliver	Naylor	1580	1636	Other	Clergy (lower)	Merchant	Anglican	Higher	9	0
OSTJOHN	Male	OLIVER	ST. JOHN	1598	1673		Gentry (lower)	Gentry (lower)	Protestant	Higher	5	0
P1GARRICK	Male	Peter	Garrick	1685	1737	Other	Professional	Merchant		Secondary	0	10
P2GARRICK	Male	Peter	Garrick	1710	1793	Other	Professional	Professional		Secondary	0	25
PALMER	Male		Palmer			London	Other				0	4
PALPE	Male	PHILIP	ALPE		1649	East Anglia	Other				1	0
PANDREWS	Male	PHINEAS	ANDREWS			London	Professional			Higher	5	2
PBASIRE	Male	Peter	Basire	1648		Other	Professional	Clergy (upper)		Higher	3	0
PBERTIE	Male	Peregrine	Bertie	1555	1601	North	Nobility	Gentry (lower)		Higher	4	0
PBREWE	Male	PATRICK	BREW			North	Other				3	0
PCAULIER	Male	PETER	CAULIER			East Anglia	Merchant				7	0
PCAVERSHAM	Male	Peter	Caversham			Home counties	Clergy (lower)		Catholic		1	0
PCOTTON	Female	Philippe	Cotton née Meautys née Cooke		1631	Other	Gentry (lower)	Gentry (lower)			2	0
PDSTANHOPE	Male	Philip Dormer	Stanhope	1694	1773	London	Nobility	Nobility		Higher	0	2
PDUTTON	Male	Piers	Dutton				Gentry (upper)				0	1
PENN	Female		Penn								0	1
PFRANCIS	Male	Philip	Francis	1708	1773	London	Clergy (lower)	Clergy (lower)		Higher	0	1
PFROWD	Male	Philip	Frowd				Professional				0	1
PGAWDY	Male	Philip	Gawdy	1562	1617	London	Gentry (lower)	Gentry (lower)		Higher	112	0
PHENRY	Male	Philip	Henry	1631	1696	Abroad	Clergy (lower)	Professional		Higher	22	1
PHENSLOWE	Male	PHILIP	HENSLOWE		1616	London	Other				8	37
PHERBERT	Male	Philip	Herbert	1584	1650	Court	Nobility	Nobility		Higher	0	1
PHEYMAN	Male	Peter	Heyman			Home counties	Gentry (upper)				0	1
PHWHARTON	Male	Philip	Wharton	1613	1696		Nobility	Gentry (upper)		Higher	0	1
PJACKSON	Female	Paulina	Jackson née Pepys	1640	1689	Other	Other	Other			3	4
PJONES	Male	Philip	Jones	1618	1674	Other	Gentry (lower)	Other			0	3
PJOYE	Male	Peter	Joye	1636	1721	London	Merchant				0	2
PMASSINGBERD	Female	Philippa	Massingberd née Mundy	1689	1762	Other	Gentry (lower)	Gentry (lower)			0	24
PMASTER	Male	PETER	MASTER			Other	Merchant	Merchant		Apprenticed	3	0
PMORWEYN	Male	Peter	Morweyn			Other	Clergy (lower)			Higher	0	2
PMOULSON	Male	Peter	Moulson			London	Merchant			Apprenticed	0	14
POORE	Male		Poore								0	2
PORTER	Female		Porter			North	Gentry (lower)	Gentry (lower)			0	1
PRIVYCOUNCIL	Male		Privy council			Court					9	8
PSCLATER	Female	Penelope	Sclater née Lutley			Other	Gentry (lower)				0	1
PSCUDAMORE	Male	PHILIP	SCUDAMORE			London	Gentry (lower)				2	0
PSTERRY	Male	Peter	Sterry	1613	1672	London	Clergy (lower)	Other	Protestant	Higher	1	1
PSTONER	Male	Peter	Stoner		1590	Other	Merchant				0	9
PSTUBS	Male	Peter Jr	Stubs	1784	1840	North	Professional	Professional		Apprenticed	4	0
PSTUBSSR	Male	Peter	Stubs	1756	1806	North	Professional	Professional		Apprenticed	0	21
PTAYLOR	Male	Pierce Joseph	Taylor	1754	1832	Other	Gentry (lower)	Gentry (lower)		Secondary	6	1
PVANLORE	Male	Peter	Vanlore	1547	1627	London	Gentry (upper)				0	1
PWALTER	Female	Philadelphia	Walter	1761	1834			Gentry (lower)			0	1
PWENTWORTH	Male	Peter	Wentworth		1739	London	Gentry (upper)	Gentry (upper)		Higher	20	0
PWESTON	Female	Penelope Sophia	Weston (later Pennington)	1752	1827		Gentry (lower)				0	10
PWHARTON	Male	Posthumus	Wharton		1714	North	Professional			Higher	17	0
R1BANKS	Male	Robert 1 (Jr.)	Banks	1650	1712	North	Clergy (lower)	Gentry (lower)		Higher	1	0
R1GOWLAND	Male	Ralph Sr.	Gowland		1728	North	Professional				3	0
R1OXINDEN	Male	RICHARD THE ELDER	OXINDEN	1588	1629	Other	Gentry (lower)	Gentry (upper)		Higher	5	4
R1PLUMPTON	Male	Robert I	Plumpton	1453	1525	North	Gentry (upper)	Gentry (upper)			0	176
R1TWINING	Male	Richard	Twining	1749	1824	London	Merchant	Merchant		Secondary	0	20
R2BANKS	Male	Robert 2	Banks				Professional	Clergy (lower)			3	1
R2BOYLE	Male	Richard	Boyle	1694	1753	London	Nobility	Nobility		Private	0	6
R2EYRE	Male	Robert II	Eyre		1498	Other	Gentry (lower)				4	0
R2FLEMING	Male	Fleming	Roger	1671		North	Gentry (lower)	Gentry (upper)		Higher	13	11
R2GOWLAND	Male	Ralph Jr.	Gowland		1748	North	Professional	Professional			3	0
R2HADDOCK	Male	Richard Jr	Haddock		1751	London	Professional	Professional			1	2
R2HARLEY	Male	Robert	Harley	1661	1724	London	Nobility	Gentry (upper)		Higher	3	39
R2OXINDEN	Male	RICHARD JUNIOR	OXINDEN	1613		Other	Professional	Gentry (lower)		Apprenticed	6	0
R2TWINING	Male	Richard	Twining	1772	1857	London	Merchant	Merchant		Secondary	0	2
R2WILLOUGHBY	Male	ROBERT	WILLOUGHBY			Other	Gentry (lower)	Gentry (upper)			2	0
R3BANKS	Male	Robert 3	Banks Hodgkinson	1722	1792		Gentry (lower)	Gentry (lower)			6	0
R3EYRE	Male	Robert III	Eyre		1502	Other	Gentry (lower)				8	0
RACURS	Male	ROBERT	ACURS								1	0
RADAMS	Male	Robert	Adams			Abroad	Professional				2	0
RALLEN	Male	Ralph	Allen	1693	1764	Other	Professional	Other			0	5
RANDREW	Male	ROBERT	ANDREW			Other	Merchant			Apprenticed	11	12
RANKING	Male	Mr	Ranking			Home counties					0	1
RASHLEY	Male	Richard	Ashley								0	1
RAYNER	Male		Rayner			Other	Professional				0	1
RBABINGTON	Male	Rowland	Babington			Other	Gentry (lower)	Gentry (lower)			0	1
RBACON	Male	ROBERT	BACON				Gentry (lower)	Gentry (lower)			3	0
RBARGRAVE	Male	Robert	Bargrave			Home counties	Gentry (lower)	Gentry (lower)			0	1
RBARLOW	Male	Randolph	Barlow		1627	East Anglia	Clergy (lower)			Higher	0	1
RBARRING	Male	ROBERT	BARRINGTON		1642	Other	Gentry (lower)	Gentry (upper)	Protestant		6	0
RBARROW	Male	Robert	Barrow				Professional				0	2
RBARWICK	Male	ROBERT	BARWICK			East Anglia	Other				2	0
RBAXTER	Male	RICHARD	BAXTER	1615	1691	Other	Clergy (lower)	Gentry (lower)	Protestant		1	2
RBAYNES	Male	Roger	Baynes	1546	1623	Abroad	Professional			Higher	0	4
RBEAUMONT	Male	Richard	Beaumont			North	Gentry (lower)				0	1
RBELLINGHAM	Male	ROGER	BELLINGHAM		1533	North	Gentry (upper)				1	0
RBLACKMAN	Male	ROBERT	BLACKMAN			East Anglia	Gentry (lower)	Gentry (lower)			3	1
RBLAKISTON	Male	Robert	Blakiston			North	Gentry (lower)				1	0
RBLAXTON	Male	Radulphus	Blaxton				Clergy (lower)				0	1
RBOYLE	Male	Richard	Boyle	1566	1643	Abroad	Nobility	Gentry (lower)		Higher	0	1
RBRADSHAW	Male	RICHARD	BRADSHAW	1610	1664		Gentry (lower)	Gentry (lower)	Protestant		4	9
RBRERETON	Male	RANDOLPH	BRERETON			Other	Gentry (lower)				3	1
RBROCKLESBY	Male	Richard	Brocklesby	1722	1797	London	Professional			Higher	0	9
RBROWNE	Male	ROBERT	BROWNE			London	Other				1	0
RBURGESS	Male	Robert	Burgess			Abroad	Professional				0	1
RCALLE	Male	RICHARD	CALLE			East Anglia	Professional				26	1
RCARNABY	Male	REYNOLD	CARNABY		1543	North	Gentry (upper)	Gentry (lower)			1	0
RCARR	Male	Robert	Carr	1586	1645	Court	Nobility	Gentry (upper)			0	12
RCECIL	Male	Robert	Cecil	1563	1612	Court	Nobility	Nobility		Higher	15	113
RCELYJR	Male	RICHARD JR.	CELY		1493	London	Merchant	Merchant		Apprenticed	46	3
RCELYSR	Male	RICHARD SR.	CELY		1482	London	Merchant			Apprenticed	31	9
RCHAMPION	Male	Richard	Champion	1743	1791	Other	Merchant	Merchant			14	0
RCLARK	Male	Richard	Clark	1739	1831	London	Professional				0	5
RCLARKE	Male	RICHARD	CLARKE			East Anglia	Merchant				1	0
RCLIFT	Male	Robert	Clift	1768	1799		Other	Other			4	1
RCOCKS	Male	Richard	Cocks	1565	1624	Abroad	Merchant	Other		Apprenticed	86	34
RCODRINGTON	Male	Richard	Codrington	1662		Other	Clergy (lower)	Other		Higher	0	1
RCOPPENDALE	Male	Ralph	Coppendale		1619	Abroad	Merchant				4	1
RCOTESWORTH	Male	Robert	Cotesworth	1702	1729	London	Merchant	Merchant		Higher	2	0
RCOTTON	Male	Robert	Cotton	1571	1631		Gentry (upper)			Higher	0	3
RCRESSEY	Male	Richard	Cressey			East Anglia	Other				0	1
RCROFT	Male	Richard	Croft				Other				0	1
RCROMWELL	Male	Richard	Cromwell	1626	1712	Other	Gentry (lower)	Gentry (lower)		Higher	0	1
RDABORNE	Male	ROBERT	DABORNE		1628	London	Clergy (lower)				27	0
RDALBY	Male	Richard	Dalby			Other	Clergy (lower)				0	3
RDEVEREUX	Male	Robert	Devereux	1565	1601	Court	Nobility	Nobility		Higher	0	5
RDODSLEY	Male	Robert	Dodsley	1704	1764	London	Professional	Professional		Apprenticed	51	88
RDOYLY	Male	ROBERT	D'OYLY	1542	1577	Home counties	Gentry (upper)				1	0
RDPLUMPTON	Male	Richard	Plumpton		1524		Gentry (upper)	Gentry (lower)			0	2
RDREWE	Male	Richard	Drewe			Other	Other				1	0
RDUDLEY	Male	Robert	Dudley	1533	1588	Court	Nobility	Nobility	Protestant	Higher	48	54
RDUKE	Male	Richard	Duke		1607	Other	Gentry (lower)	Gentry (lower)			0	1
RELLISON	Male	ROBERT	ELLISON	1613	1678	North	Merchant	Merchant			2	0
REVERARD	Male	RICHARD	EVERARD		1680	Other	Gentry (upper)	Gentry (lower)			3	0
RFALLOWFIELD	Male	RICHARD	FALLOWFIELD				Gentry (lower)				1	1
RFERRAR	Male	RICHARD	FERRAR			London	Merchant	Merchant	Anglican		1	0
RFITZJOHN	Male	Robert	FitzJohn			Other	Clergy (lower)				4	0
RFLEMING	Male	ROGER	FLEMING			North	Gentry (lower)	Gentry (lower)		Apprenticed	2	0
RFOX	Male	RICHARD	FOX	1447	1528	Court	Clergy (upper)	Other	Catholic	Higher	15	6
RGERMYN	Male	Richard	Germyn			Other	Merchant				5	0
RGOUGH	Male	Richard	Gough	1735	1809	Home counties	Gentry (lower)	Gentry (lower)		Higher	2	5
RGRACE	Male	(Richard)?	Grace				Professional		Catholic		0	1
RGRAVES	Male	Richard	Graves	1715	1804	Other	Clergy (lower)	Gentry (lower)		Higher	19	0
RGRIFFIN	Male	Richard	Griffin			London	Other				1	0
RGRYME	Male	RICHARD	GRYME			Other	Merchant				1	0
RGTEMPLE	Male	Richard Grenville	Temple	1711	1779	London	Gentry (upper)	Gentry (lower)		Secondary	0	2
RHADDOCK	Male	Richard	Haddock	1629	1715	Home counties	Professional	Professional			17	4
RHARLEY	Male	Robert	Harley	1579	1656	Other	Gentry (upper)	Gentry (lower)	Protestant	Higher	5	12
RHEYSHAM	Male	Robert	Heysham		1722	London	Gentry (lower)				0	24
RHEYWOOD	Male	Robert	Heywood				Clergy (lower)				0	1
RHODGSON	Male	RICHARD	HODGSON			North	Merchant				1	0
RHOGHTON	Male	Richard	Hoghton				Gentry (upper)				0	1
RHOPKINS	Male	Richard	Hopkins	1546	1594				Catholic	Higher	0	1
RHUNGERFORD	Male	ROBERT	HUNGERFORD	1431	1464	Other	Nobility	Nobility			2	0
RHURD	Male	Richard	Hurd	1720	1808	London	Clergy (upper)	Other		Higher	56	9
RIBROWNE	Male	Richard	Browne	1605	1683		Gentry (upper)			Higher	0	3
RICHARD3	Male	Richard III	York	1452	1485	Court	Royalty	Nobility			11	0
RICHARDSON	Male		Richardson			Home counties	Professional				0	1
RICHARDY	Male	Richard		1411	1460	Court	Nobility	Nobility			4	1
RIFLEMING	Male	Richard	Fleming	1669	1712	North	Gentry (lower)	Gentry (upper)		Secondary	0	1
RISOUTHWELL	Male	RICHARD	SOUTHWELL			East Anglia	Gentry (lower)				4	1
RJACKSON	Male	Richard	Jackson			North	Professional				0	1
RJEE	Male	Richard	Jee			Other	Other				0	3
RJERVOISE	Male	Richard	Jervoise			Other	Gentry (lower)				0	1
RJOHNSON	Male	RICHARD	JOHNSON	1521		London	Merchant	Merchant	Protestant	Apprenticed	37	4
RJONES	Male	RICHARD	JONES			London	Other				2	0
RKER	Male	Robert	Ker	1570	1650	Abroad	Nobility	Gentry (upper)			0	1
RKIRKBY	Male	ROGER	KIRKBY			North	Gentry (lower)				4	0
RKNOLLYS	Male	Robert	Knollys		1618	London	Gentry (upper)				0	3
RLAKE	Male	ROBERT	LAKE			Other	Other				1	1
RLAMPLUGH	Male	Richard	Lamplugh			London					0	1
RLANGLEY	Male	Richard	Langley				Professional				0	1
RLEFTWICH	Male	RICHARD	LEFTWICH			Other	Professional				1	0
RLESLY	Male	Robert	Lesly			Abroad	Merchant			Apprenticed	0	1
RLOWTH	Male	Robert	Lowth	1710	1787		Clergy (lower)	Clergy (lower)		Higher	13	0
RLOWTHER	Male	Robert	Lowther	1595	1655	London	Merchant	Gentry (upper)			0	14
RMANSELL	Male	Robert	Mansell	1571	1652		Gentry (upper)	Gentry (upper)		Higher	1	0
RMANSER	Male	RICHARD	MANSER			East Anglia	Other				1	0
RMARCHALL	Male	Richard	Marchall			Other	Merchant				2	0
RMARRIS	Male	Richard	Marris				Professional				0	4
RMATTHEWE	Male	Roger	Matthewe				Other				0	1
RMAXWELL	Male	Robert	Maxwell	1586	1646		Nobility	Nobility			0	1
RMILBANKE	Male	Ralph	Milbanke	1747	1825	North	Gentry (upper)	Gentry (upper)			0	1
RMORRIS	Male	Robert	Morris	1734	1806	Abroad	Merchant	Merchant		Apprenticed	0	14
RMOUNTAGU	Male	Richard	Mountague	1575	1641	Home counties	Clergy (upper)	Clergy (lower)		Higher	22	0
RNEILE	Male	Richard	Neile	1562	1640	Court	Clergy (upper)	Other		Higher	0	1
RNEVILLE	Male	RICHARD	NEVILLE	1428	1471	Other	Nobility	Nobility			2	0
RNEWDIGATE	Male	Roger	Newdigate	1719	1806	Other	Gentry (upper)	Gentry (upper)		Higher	62	0
RNEWTON	Male	Richard	Newton		1448		Gentry (upper)			Higher	0	1
RNORGATE	Male	Robert	Norgate		1587	Other	Professional			Higher	0	1
RNORTH	Male	ROGER	NORTH	1530	1600	Other	Nobility	Nobility		Higher	1	6
ROBOYLE	Male	Roger	Boyle	1621	1679	Abroad	Nobility	Nobility		Higher	0	2
ROCELY	Male	ROBERT	CELY		1485	London	Merchant	Merchant		Apprenticed	5	1
ROJACKSON	Male	Rowland	Jackson			Abroad	Merchant				0	8
ROWEN	Male	Roger	Owen								0	1
RPACE	Male	Richard	Pace	1483	1536	Court	Clergy (upper)	Gentry (lower)		Higher	1	0
RPAGE	Male	Richard	Page			London	Professional			Higher	9	0
RPCAREW	Male	Reginald	Pole Carew	1753	1835	Other	Gentry (lower)	Gentry (lower)		Higher	10	0
RPEPYS	Male	Roger	Pepys	1617	1688	Other	Professional	Professional		Higher	0	1
RPERSONS	Male	Robert	Persons	1546	1609		Clergy (lower)		Catholic	Higher	0	15
RPINDER	Male	RALPH	PINDER			London	Merchant				1	0
RPINNEY	Female	Rachel	Pinney	1652	1742	London	Professional	Clergy (lower)			0	7
RPITT	Male	Richard	Pitt			Abroad	Merchant				1	3
RPLUMLEIGH	Male	RICHARD	PLUMLEIGH				Professional				2	1
RPLUMPTON	Male	Robert	Plumpton	1516	1546	North	Gentry (lower)	Gentry (lower)		Higher	4	2
RPORTER	Male	Ralph	Porter		1743	Other	Gentry (lower)	Gentry (lower)			0	1
RPOWERS	Male	Richard	Powers			Other	Merchant				0	27
RPOWLEY	Male	RICHARD	POWLEY			Other	Other				2	2
RPRESTON	Male	RICHARD	PRESTON			Other	Other				19	0
RPULESTON	Male	Roger	Puleston				Gentry (upper)				0	1
RRADCLIFFE	Male	Robert	Radcliffe	1483	1542		Nobility	Nobility			0	1
RRATCLYF	Male	ROBERT	RATCLYF			Other	Professional				1	0
RRAY	Male	Robert	Ray				Professional			Higher	0	3
RRICH	Male	Richard	Rich (Riche)	1497	1567		Nobility			Higher	0	5
RROOS	Male	Richard	Roos								0	2
RSADLER	Male	RALPH	SADLER	1507	1587	Court	Gentry (upper)	Professional			3	3
RSALTER	Male	Richard	Salter		1519	Other	Clergy (lower)			Higher	1	0
RSANDELL	Male	RICHARD	SANDELL			London	Merchant	Other		Apprenticed	11	0
RSAUNDERS	Male	ROBERT	SAUNDERS				Professional	Gentry (lower)		Higher	3	0
RSHAA	Male	ROBERT	SHAA			London	Other				3	0
RSHERIDAN	Male	Richard Brinsley	Sheridan	1751	1816		Professional	Professional		Secondary	0	1
RSHIPMAN	Male	Richard	Shipman				Other				0	1
RSOUTHWELL	Male	Robert	Southwell	1635	1702	Other	Gentry (upper)	Gentry (lower)		Higher	36	50
RSPEARMAN	Male	Richard	Spearman	1657	1728	North	Professional				11	0
RSTERNE	Male	Richard	Sterne	1596	1683	North	Clergy (upper)	Gentry (lower)	Anglican	Higher	5	0
RSTEWARD	Male	Richard	Steward	1595	1651		Clergy (lower)	Gentry (lower)	Anglican	Higher	3	1
RTEMPEST	Male	Robert	Tempest		1551	Abroad	Merchant				0	8
RTHOMAS	Male	RICHARD	THOMAS								1	0
RTOWNSHEND	Male	Roger	Townshend	1595	1637	East Anglia	Gentry (upper)	Gentry (upper)	Protestant	Higher	0	7
RTPLUMPTON	Male	Robenett (Robert)	Plumpton	1440	1507	North	Gentry (lower)	Gentry (upper)			10	0
RUBARLOW	Female	Ruth	Barlow née Baldwin	1756	1818	Abroad	Professional	Other			0	4
RUSSELL	Female		Russell			London					0	1
RVERSTEGAN	Male	RICHARD	VERSTEGAN	1550	1640	Abroad	Professional	Other	Catholic	Higher	21	0
RWARDMAN	Male	Richard	Wardman			North	Other				7	0
RWATERTON	Male	Robert	Waterton		1425	North	Gentry (lower)	Gentry (lower)			1	0
RWATTS	Male	Richard	Watts		1625	Abroad	Merchant	Gentry (upper)			1	0
RWESTBY	Male	Richard	Westby		1618	Abroad	Merchant				0	2
RWESTON	Male	Richard	Weston	1577	1635	Court	Nobility	Gentry (upper)		Higher	0	1
RWICKHAM	Male	Richard	Wickham		1618	Abroad	Merchant			Secondary	64	64
RWILLIAMS	Male	ROGER	WILLIAMS	1604	1683	Other	Clergy (lower)	Merchant	Protestant	Higher	2	0
RWILLOUGHBY	Male	ROBERT	WILLOUGHBY		1452	East Anglia	Nobility				2	0
RWINGFIELD	Male	Richard	Wingfield	1469	1525	Court	Gentry (upper)	Gentry (upper)			1	0
RWINWOOD	Male	Ralph	Winwood	1563	1617	Court	Gentry (upper)			Higher	0	21
RWOLFE	Male	Reginald	Wolfe			London	Merchant				0	1
RYGGE	Male		Rygge				Gentry (lower)				0	1
RYOUART	Male	Robert	Youart		1616	Abroad	Merchant				1	0
SA1WEDGWOOD	Female	Sarah	Wedgwood	1734	1815	Other	Professional	Merchant			0	3
SAJOHNSON	Male	Samuel	Johnson	1709	1784	London	Professional	Professional		Higher	99	0
SALLWAY	Male		Sallway								0	1
SAPRICE	Female	Sarah	Price			Other					0	1
SASMITH	Male	SAMUEL	SMITH			East Anglia	Merchant				2	0
SAWEDGWOOD	Female	Sarah Jr	Wedgwood	1776	1856	Other	Professional	Professional			1	0
SBAKER	Female	Sophia	Baker née Defoe	1701	1762	London	Professional	Professional			0	1
SBENTHAM	Male	Samuel	Bentham	1757	1831	Abroad	Professional	Professional		Secondary	15	10
SBIRCH	Female	S.	Birch			Home counties	Gentry (lower)				12	0
SBRISCOE	Male	Stafford	Briscoe			London	Professional				0	1
SBROKINGE	Male	Sam	Brokinge				Merchant				1	0
SBUCKLEY	Male	Samuel	Buckley		1741	Home counties	Professional				0	3
